date cvd tmpd o3mean
1997-09-08 46 77.5 -0.8711
1997-09-09 41 79.25 1.2025
1997-09-10 45 77.75 -1.2064
1997-09-11 33 73.5 -2.2479
1997-09-12 37 73.5 1.9816
1997-09-13 27 73 7.9128
1997-09-14 36 73.75 9.4285
1997-09-15 43 77.75 -2.7131
1997-09-16 32 77 -7.1486
1997-09-17 39 77.25 -5.4897
1997-09-18 32 76.25 -1.7708
1997-09-19 41 74 -7.1788
1997-09-20 43 70 -2.5798
1997-09-21 36 73.25 3.8133
1997-09-22 44 77.5 2.9634
1997-09-23 50 79.25 3.1504
1997-09-24 40 81.5 -7.0963
1997-09-25 38 75 -14.6703
1997-09-26 41 73.25 -4.2064
1997-09-27 24 75 6.2217
1997-09-28 42 76.5 9.0364
1997-09-29 31 74.75 1.8277
1997-09-30 28 74.25 4.438
1997-10-01 42 74.25 13.741
1997-10-02 31 73.25 4.4516
1997-10-03 35 73.75 -0.0684
1997-10-04 38 73 3.9786
1997-10-05 41 71.5 13.0836
1997-10-06 38 70.5 4.1427
1997-10-07 36 68 -3.4553
1997-10-08 41 66 -2.7567
1997-10-09 31 68.25 -5.4512
1997-10-10 31 68.25 -3.8002
1997-10-11 44 64.75 1.9239
1997-10-12 33 65.75 -2.1721
1997-10-13 47 72.25 -4.4569
1997-10-14 56 79.5 -8.5727
1997-10-15 42 81.25 -10.3336
1997-10-16 41 82.5 -9.6134
1997-10-17 48 75.75 -7.2878
1997-10-18 40 68 0.1423
1997-10-19 41 67.25 5.614
1997-10-20 38 67 4.6018
1997-10-21 36 65.5 -5.4512
1997-10-22 23 65.75 -0.182
1997-10-23 51 68.5 7.5492
1997-10-24 34 66.25 -3.2289
1997-10-25 43 68.25 -4.022
1997-10-26 41 68 -4.245
1997-10-27 53 63.5 -8.6201
1997-10-28 43 63.25 -7.0586
1997-10-29 35 63.75 -5.8714
1997-10-30 45 67.5 -5.8951
1997-10-31 36 67.75 -8.0611
1997-11-01 44 77.25 -4.6538
1997-11-02 34 80 -5.4723
1997-11-03 43 77.75 -11.1048
1997-11-04 41 70.5 -11.4362
1997-11-05 38 68.5 -6.4899
1997-11-06 31 65.5 -4.3345
1997-11-07 47 68.25 -1.8072
1997-11-08 43 65 -5.2336
1997-11-09 36 64.25 -0.8912
1997-11-10 38 61 -9.7755
1997-11-11 43 60.5 -11.5798
1997-11-12 28 64.25 -11.2613
1997-11-13 49 58 -15.1596
1997-11-14 22 58.75 -10.9027
1997-11-15 49 60 -11.1687
1997-11-16 37 60.5 -8.1087
1997-11-17 33 60 -11.4564
1997-11-18 46 62.5 -12.0888
1997-11-19 48 61.5 -9.8032
1997-11-20 41 64.25 -12.4688
1997-11-21 46 64.25 -13.3243
1997-11-22 46 68.5 -13.2184
1997-11-23 48 63.75 -9.0689
1997-11-24 35 61 -16.0853
1997-11-25 46 63.5 -18.529
1997-11-26 39 59.75 -7.4924
1997-11-27 48 56.25 -8.1294
1997-11-28 45 57.5 -11.3904
1997-11-29 56 58.25 -8.7505
1997-11-30 61 56.25 -11.8907
1997-12-01 50 59.75 -13.5974
1997-12-02 38 59.75 -13.2852
1997-12-03 54 60 -13.1729
1997-12-04 44 60.25 -12.0857
1997-12-05 48 61.25 -13.428
1997-12-06 41 58.75 -5.9232
1997-12-07 54 59.25 -7.3418
1997-12-08 38 56.75 -5.1292
1997-12-09 42 56 -6.7533
1997-12-10 52 56.75 -5.4752
1997-12-11 66 56 -2.0957
1997-12-12 39 55 -11.27
1997-12-13 56 56.75 -13.744
1997-12-14 51 56.75 -13.8683
1997-12-15 62 59 -13.1443
1997-12-16 54 61 -14.2221
1997-12-17 60 58.5 -16.5408
1997-12-18 54 54.5 -16.4356
1997-12-19 67 58.5 -6.4549
1997-12-20 57 54.75 -10.2351
1997-12-21 53 54.75 -5.261
1997-12-22 58 56 -4.4886
1997-12-23 73 53.25 -12.9077
1997-12-24 63 53.75 -6.5097
1997-12-25 53 50.25 -0.2119
1997-12-26 57 50.25 -9.437
1997-12-27 70 53 -10.833
1997-12-28 81 59.25 -8.0066
1997-12-29 74 62.75 -13.9325
1997-12-30 84 66 -15.1815
1997-12-31 82 64.75 -17.1557
1998-01-01 63 63 -11.2777
1998-01-02 70 60.5 -6.804
1998-01-03 84 58 -7.8383
1998-01-04 77 52 -9.6357
1998-01-05 80 51.5 -7.9139
1998-01-06 86 52 -13.9625
1998-01-07 81 52.5 -15.7995
1998-01-08 72 57 -16.8221
1998-01-09 106 58 -15.4284
1998-01-10 77 56.5 -9.9783
1998-01-11 57 56.5 -10.3287
1998-01-12 62 55.5 -14.7004
1998-01-13 52 58 -11.6471
1998-01-14 78 54.5 -14.862
1998-01-15 64 55.5 -17.2255
1998-01-16 59 61 -15.583
1998-01-17 55 59 -14.8478
1998-01-18 51 60.5 -8.1259
1998-01-19 56 57 -3.2712
1998-01-20 62 55.5 -11.0983
1998-01-21 58 55 -10.8943
1998-01-22 38 56.5 -13.6576
1998-01-23 54 56.5 -13.0095
1998-01-24 54 57 -11.8263
1998-01-25 49 58.5 -9.2719
1998-01-26 45 57.5 -13.4587
1998-01-27 56 57.5 -12.0209
1998-01-28 52 57.5 -10.3115
1998-01-29 47 58.5 -5.7679
1998-01-30 35 56.5 -11.8799
1998-01-31 40 56 -14.4227
1998-02-01 56 55.5 -4.4076
1998-02-02 49 58.5 -3.2654
1998-02-03 52 57 -1.11
1998-02-04 49 55.5 -5.3937
1998-02-05 45 55.5 -11.3437
1998-02-06 49 57.5 -8.8395
1998-02-07 50 55 -3.802
1998-02-08 27 57 -3.2464
1998-02-09 55 53.5 -7.958
1998-02-10 50 56.5 -10.1377
1998-02-11 39 57 -10.325
1998-02-12 40 56.5 -14.9316
1998-02-13 50 57 -12.0953
1998-02-14 56 58 -5.3056
1998-02-15 36 55 4.2946
1998-02-16 37 53 -2.7783
1998-02-17 44 55 2.2451
1998-02-18 43 54.5 -6.9804
1998-02-19 57 54.5 -12.9221
1998-02-20 40 54 -2.5936
1998-02-21 41 54 -5.0495
1998-02-22 49 57.5 -2.3524
1998-02-23 46 57.5 -5.17
1998-02-24 72 55 5.8708
1998-02-25 39 57 4.2744
1998-02-26 41 55.5 -3.1341
1998-02-27 45 57.5 -2.9123
1998-02-28 40 59.5 -5.988
1998-03-01 51 59.5 -0.9507
1998-03-02 34 58.5 -2.8754
1998-03-03 34 58 -5.685
1998-03-04 48 58 -3.4201
1998-03-05 49 58 4.5403
1998-03-06 42 56 4.9073
1998-03-07 47 55 2.664
1998-03-08 45 57.5 0.4185
1998-03-09 50 61.5 -4.4111
1998-03-10 51 64.5 -4.7789
1998-03-11 48 67.5 -5.6438
1998-03-12 53 62 -2.1457
1998-03-13 51 60.5 0.4162
1998-03-14 35 62 -0.1555
1998-03-15 36 61.5 3.4544
1998-03-16 55 61.5 0.8629
1998-03-17 49 61.5 -4.6687
1998-03-18 52 63 0.5862
1998-03-19 51 64 0.7679
1998-03-20 50 62 0.3818
1998-03-21 45 61 2.8959
1998-03-22 35 64 1.4115
1998-03-23 41 64.5 -5.3986
1998-03-24 29 63.5 -7.0394
1998-03-25 44 58.5 -5.7474
1998-03-26 49 59 -2.4222
1998-03-27 32 60.5 1.9275
1998-03-28 47 54.5 15.425
1998-03-29 44 51.5 4.6805
1998-03-30 47 53.5 0.9391
1998-03-31 35 53.5 -2.7724
1998-04-01 28 50.5 0.7217
1998-04-02 51 54.5 -3.1398
1998-04-03 42 56.5 -4.337
1998-04-04 45 51 -3.5394
1998-04-05 36 57 2.4719
1998-04-06 35 57 3.7116
1998-04-07 42 56.5 1.0261
1998-04-08 44 59 0.8994
1998-04-09 48 59.5 -0.2116
1998-04-10 44 60 -2.897
1998-04-11 41 55 -3.3892
1998-04-12 40 58 8.2186
1998-04-13 51 55 2.8502
1998-04-14 51 55 8.3111
1998-04-15 44 56 5.0575
1998-04-16 43 57.5 0.878
1998-04-17 59 61.5 0.5721
1998-04-18 52 63.5 3.9126
1998-04-19 33 65.5 11.272
1998-04-20 69 66.5 6.8941
1998-04-21 52 70 7.3487
1998-04-22 41 62 8.7848
1998-04-23 26 63 8.3433
1998-04-24 47 62.5 -0.7651
1998-04-25 36 62 3.3757
1998-04-26 35 63.5 6.9706
1998-04-27 45 67.5 5.6928
1998-04-28 39 68 3.0356
1998-04-29 40 64 10.9689
1998-04-30 37 61.5 5.9864
1998-05-01 48 64 5.7923
1998-05-02 52 66.5 -2.1562
1998-05-03 48 66 2.5099
1998-05-04 30 66 -5.4021
1998-05-05 41 65 -1.9819
1998-05-06 48 65 -1.7444
1998-05-07 41 62.5 -3.6984
1998-05-08 43 65 -0.7757
1998-05-09 37 64.5 6.3521
1998-05-10 41 62.5 8.0075
1998-05-11 44 61.5 5.5529
1998-05-12 37 58 2.9452
1998-05-13 44 58.5 1.882
1998-05-14 38 61 0.9387
1998-05-15 37 62 1.691
1998-05-16 38 61.5 5.0231
1998-05-17 38 63 6.3932
1998-05-18 56 64.5 2.9069
1998-05-19 51 63 3.1501
1998-05-20 47 63 8.8349
1998-05-21 48 64.5 5.6976
1998-05-22 38 63.5 4.5712
1998-05-23 44 65 11.7431
1998-05-24 44 65.5 13.4963
1998-05-25 53 66.5 6.7786
1998-05-26 52 62.5 6.3734
1998-05-27 35 61.5 -0.0436
1998-05-28 39 64 -4.4773
1998-05-29 31 64 -4.4723
1998-05-30 29 63.5 2.4688
1998-05-31 40 65 9.1903
1998-06-01 39 66.5 7.8112
1998-06-02 40 65.5 3.5982
1998-06-03 34 65.5 0.3956
1998-06-04 50 65.5 0.893
1998-06-05 37 67 1.544
1998-06-06 44 65 5.5536
1998-06-07 34 64 6.5633
1998-06-08 32 67 -0.7203
1998-06-09 43 68 1.6822
1998-06-10 47 66.5 1.032
1998-06-11 32 65 1.227
1998-06-12 49 65.5 3.1462
1998-06-13 38 66.5 2.4579
1998-06-14 37 69.5 8.9413
1998-06-15 39 67.5 3.1852
1998-06-16 51 66 -3.199
1998-06-17 45 69 -3.1446
1998-06-18 41 69.5 4.9902
1998-06-19 39 69 17.2733
1998-06-20 39 68.5 19.7154
1998-06-21 26 69 18.3553
1998-06-22 48 67 3.8295
1998-06-23 42 68 10.5898
1998-06-24 36 68.5 10.9252
1998-06-25 37 68.5 10.0957
1998-06-26 28 69.5 3.2345
1998-06-27 39 70.5 15.2769
1998-06-28 44 70 17.8785
1998-06-29 40 71.5 12.3532
1998-06-30 26 70.5 8.3276
1998-07-01 39 70.5 10.4719
1998-07-02 34 69 6.2484
1998-07-03 32 68 6.1321
1998-07-04 28 69.5 21.8085
1998-07-05 36 69.5 24.4161
1998-07-06 34 72.5 10.0353
1998-07-07 53 74 3.7464
1998-07-08 37 73.5 3.9652
1998-07-09 55 73 5.7297
1998-07-10 42 73.5 3.1467
1998-07-11 49 72.5 12.6862
1998-07-12 27 70 18.8153
1998-07-13 35 70.5 20.6026
1998-07-14 37 73 24.5084
1998-07-15 39 73.5 18.8798
1998-07-16 44 75.5 24.8647
1998-07-17 36 76.5 17.9827
1998-07-18 43 76 28.4108
1998-07-19 34 72 11.9209
1998-07-20 32 74.5 -1.1739
1998-07-21 37 74.5 -2.3016
1998-07-22 43 73 -2.0156
1998-07-23 33 73 1.1908
1998-07-24 50 73 7.348
1998-07-25 36 74.5 13.7701
1998-07-26 35 75.5 11.6141
1998-07-27 51 76.5 8.7936
1998-07-28 40 79 13.681
1998-07-29 38 72.5 4.3914
1998-07-30 35 73 4.2784
1998-07-31 37 72 3.8944
1998-08-01 40 74 13.8554
1998-08-02 39 74.5 24.1998
1998-08-03 24 75.5 14.1045
1998-08-04 40 75 14.0861
1998-08-05 43 74.5 12.2001
1998-08-06 25 73 16.0492
1998-08-07 35 73 15.9957
1998-08-08 44 76 18.5947
1998-08-09 27 79.5 14.61
1998-08-10 46 78.5 0.5719
1998-08-11 48 80.5 10.2812
1998-08-12 29 79.5 8.6942
1998-08-13 37 78.5 7.5968
1998-08-14 40 76.5 10.6733
1998-08-15 34 75.5 8.7359
1998-08-16 40 75.5 16.2306
1998-08-17 32 73.5 13.3252
1998-08-18 35 74 9.6134
1998-08-19 26 72 1.7912
1998-08-20 34 73.5 2.6254
1998-08-21 32 76 4.631
1998-08-22 42 77 7.7064
1998-08-23 47 79 20.1531
1998-08-24 48 76.5 4.2917
1998-08-25 41 75 7.0995
1998-08-26 45 74 10.1423
1998-08-27 23 73.5 8.6875
1998-08-28 38 75 5.1066
1998-08-29 36 82 24.4864
1998-08-30 41 84.5 21.1328
1998-08-31 48 81 8.2795
1998-09-01 46 87 5.6231
1998-09-02 38 83.5 2.2938
1998-09-03 51 85.5 1.6864
1998-09-04 37 76 -6.1936
1998-09-05 40 73.5 -3.4724
1998-09-06 34 74.5 10.0295
1998-09-07 46 74 11.1782
1998-09-08 36 74 3.4229
1998-09-09 38 74 5.0112
1998-09-10 31 74 5.5925
1998-09-11 34 73 5.1255
1998-09-12 37 73 14.5102
1998-09-13 37 72 20.9216
1998-09-14 42 71.5 14.7954
1998-09-15 43 72 10.6472
1998-09-16 38 72 6.3477
1998-09-17 34 71.5 5.4316
1998-09-18 41 70.5 3.6203
1998-09-19 31 71 15.4629
1998-09-20 43 73.5 19.2113
1998-09-21 45 71 6.4463
1998-09-22 37 71 0.8071
1998-09-23 42 70 -0.901
1998-09-24 28 67 -2.5616
1998-09-25 52 67.5 -0.8245
1998-09-26 35 67 1.8251
1998-09-27 35 69.5 0.1742
1998-09-28 55 66.5 -4.2698
1998-09-29 34 66 0.0957
1998-09-30 34 67 1.5339
1998-10-01 39 68 3.4257
1998-10-02 43 66 1.0603
1998-10-03 33 67 4.4658
1998-10-04 43 66 5.6137
1998-10-05 45 73.5 -1.6654
1998-10-06 46 76 -2.6557
1998-10-07 45 71 -4.5918
1998-10-08 45 69.5 -3.6952
1998-10-09 42 66 -4.0613
1998-10-10 47 66.5 7.3625
1998-10-11 35 65 9.4565
1998-10-12 58 67.5 2.9307
1998-10-13 32 65.5 1.7217
1998-10-14 36 66 9.9239
1998-10-15 50 65.5 2.0141
1998-10-16 42 66 -1.9883
1998-10-17 42 68.5 -1.6818
1998-10-18 56 70 -0.2917
1998-10-19 47 67 -7.892
1998-10-20 47 67 -7.628
1998-10-21 49 66.5 -4.0884
1998-10-22 48 68 -2.9976
1998-10-23 40 69.5 -4.3548
1998-10-24 46 66.5 -5.4033
1998-10-25 48 65 0.5738
1998-10-26 39 63 -7.124
1998-10-27 46 63.5 -4.7974
1998-10-28 32 64 -6.1924
1998-10-29 37 63.5 -5.8247
1998-10-30 37 62.5 -6.2559
1998-10-31 41 63.5 -3.6915
1998-11-01 35 62 1.9108
1998-11-02 42 62 -2.6509
1998-11-03 43 62.5 -7.0472
1998-11-04 50 62.5 -10.0132
1998-11-05 43 61 -4.8345
1998-11-06 47 60.5 -3.9463
1998-11-07 42 59.5 -5.4456
1998-11-08 35 61.5 -3.0154
1998-11-09 39 61.5 -6.1134
1998-11-10 43 58.5 -11.2154
1998-11-11 46 56.5 -10.7996
1998-11-12 44 59 -10.8389
1998-11-13 42 63 -12.7342
1998-11-14 32 61 -13.2004
1998-11-15 42 59 -9.7224
1998-11-16 51 57.5 -10.755
1998-11-17 37 60.5 -4.6591
1998-11-18 42 57.5 -10.8068
1998-11-19 46 64.5 -9.9043
1998-11-20 44 64.5 -11.7284
1998-11-21 37 61 -14.0823
1998-11-22 50 61 -10.1338
1998-11-23 48 60.5 -13.6735
1998-11-24 30 59 -12.2835
1998-11-25 43 60 -13.9447
1998-11-26 39 61 -12.279
1998-11-27 39 57 -13.0959
1998-11-28 50 56.5 -5.3065
1998-11-29 46 56.5 -11.2867
1998-11-30 51 58 -14.3427
1998-12-01 38 55.5 -16.8249
1998-12-02 35 57.5 -14.0618
1998-12-03 41 56.5 -13.2855
1998-12-04 42 54 -8.5172
1998-12-05 51 55 -7.7431
1998-12-06 56 51 -0.2906
1998-12-07 46 49.5 -11.295
1998-12-08 53 53 -11.8479
1998-12-09 42 55.5 -5.1825
1998-12-10 62 54.5 -10.2607
1998-12-11 50 57 -13.5083
1998-12-12 50 60.5 -13.4834
1998-12-13 49 63.5 -12.9785
1998-12-14 51 56.5 -11.9651
1998-12-15 45 66.5 -7.7198
1998-12-16 61 67 -11.2895
1998-12-17 32 66 -14.9839
1998-12-18 38 59.5 -10.8135
1998-12-19 40 57.5 -4.873
1998-12-20 43 52 -0.3426
1998-12-21 50 48.5 -8.829
1998-12-22 46 47.5 -13.9933
1998-12-23 50 48.5 -11.5399
1998-12-24 45 52 -13.4667
1998-12-25 51 55.5 -11.4039
1998-12-26 41 54.5 -16.1156
1998-12-27 50 57 -14.1442
1998-12-28 50 59.5 -16.1985
1998-12-29 43 59 -16.5814
1998-12-30 44 59 -17.565
1998-12-31 58 54.5 -14.7991
1999-01-01 53 56.5 -10.1596
1999-01-02 60 60.5 -11.7752
1999-01-03 58 62.5 -8.6444
1999-01-04 62 65.5 -12.0469
1999-01-05 54 63 -15.0269
1999-01-06 56 59.5 -16.9914
1999-01-07 54 54.5 -16.065
1999-01-08 43 60.5 -10.6407
1999-01-09 51 61.5 -9.6274
1999-01-10 63 66 -14.1901
1999-01-11 60 60 -15.3568
1999-01-12 59 57 -11.7867
1999-01-13 62 55 -14.8507
1999-01-14 57 65.5 -13.5224
1999-01-15 46 60.5 -14.8945
1999-01-16 52 59 -11.8756
1999-01-17 54 60 -6.7393
1999-01-18 61 56.5 -14.0945
1999-01-19 60 60 -15.8645
1999-01-20 42 59.5 -12.9493
1999-01-21 49 60.5 -5.6966
1999-01-22 46 58.5 -12.4858
1999-01-23 47 57 -13.9085
1999-01-24 48 57 -11.3469
1999-01-25 52 52.5 -5.2064
1999-01-26 61 52 -6.8
1999-01-27 62 53 -9.0803
1999-01-28 40 53.5 -10.0854
1999-01-29 52 54.5 -14.6052
1999-01-30 46 54.5 -12.666
1999-01-31 41 54.5 0.1022
1999-02-01 35 54.5 -10.2545
1999-02-02 52 59 -8.9187
1999-02-03 51 57.5 -13.9398
1999-02-04 50 54.5 -12.3434
1999-02-05 57 54.5 -12.7187
1999-02-06 39 55.5 -6.4867
1999-02-07 54 54 -11.5523
1999-02-08 44 58.5 -13.3602
1999-02-09 49 53 -8.9709
1999-02-10 46 51.5 1.7802
1999-02-11 56 50.5 -6.9214
1999-02-12 64 59.5 -7.9922
1999-02-13 59 57 -11.4187
1999-02-14 56 54.5 -4.8618
1999-02-15 47 55 -7.746
1999-02-16 54 54 -12.1489
1999-02-17 57 56.5 -11.5768
1999-02-18 48 57 -12.875
1999-02-19 54 58 -8.649
1999-02-20 49 60 -5.1028
1999-02-21 53 60 2.1073
1999-02-22 46 63.5 -3.0771
1999-02-23 45 63.5 -9.8763
1999-02-24 41 62 -11.4641
1999-02-25 59 57 -8.0555
1999-02-26 55 56.5 -6.945
1999-02-27 43 58 -7.1979
1999-02-28 49 61 -0.1948
1999-03-01 65 60 -6.597
1999-03-02 58 61 -7.3532
1999-03-03 48 59 -5.2991
1999-03-04 47 58.5 -0.7569
1999-03-05 43 57.5 -3.8368
1999-03-06 59 56 4.6676
1999-03-07 45 57 8.0931
1999-03-08 52 55.5 0.5236
1999-03-09 43 54.5 -5.1256
1999-03-10 44 52 -0.3046
1999-03-11 43 52.5 -1.8177
1999-03-12 57 55 -7.2697
1999-03-13 50 60.5 -3.3207
1999-03-14 48 57.5 4.4058
1999-03-15 55 52.5 5.312
1999-03-16 58 53.5 -5.051
1999-03-17 52 56 -7.2235
1999-03-18 50 58.5 -4.1851
1999-03-19 55 57.5 -6.6145
1999-03-20 53 58 5.1388
1999-03-21 53 57.5 1.489
1999-03-22 45 57 -3.2496
1999-03-23 41 57.5 0.1991
1999-03-24 49 57 -1.6881
1999-03-25 52 53.5 -6.8316
1999-03-26 45 55 -2.6153
1999-03-27 38 60.5 6.7265
1999-03-28 52 58.5 1.8587
1999-03-29 54 60 -0.8831
1999-03-30 45 59 3.1146
1999-03-31 60 56.5 4.8077
1999-04-01 56 55 -1.1147
1999-04-02 40 52.5 -1.4989
1999-04-03 52 55.5 7.671
1999-04-04 40 54 8.4464
1999-04-05 49 54.5 4.372
1999-04-06 60 54 2.4451
1999-04-07 54 53 1.3751
1999-04-08 53 54.5 6.9679
1999-04-09 33 52 7.7407
1999-04-10 47 55 4.8435
1999-04-11 57 52.5 7.5536
1999-04-12 50 51.5 -1
1999-04-13 49 57.5 0.1254
1999-04-14 42 59 2.0128
1999-04-15 40 64.5 1.8297
1999-04-16 49 69 -0.0402
1999-04-17 53 73.5 11.0256
1999-04-18 39 69 20.4065
1999-04-19 41 69.5 14.757
1999-04-20 53 63.5 4.9966
1999-04-21 56 61.5 9.7853
1999-04-22 43 60 3.5518
1999-04-23 52 60.5 5.4847
1999-04-24 53 61 9.6307
1999-04-25 44 59 12.5064
1999-04-26 49 59.5 4.843
1999-04-27 44 60.5 5.8168
1999-04-28 41 58.5 9.6272
1999-04-29 46 56 4.9335
1999-04-30 56 58.5 4.7738
1999-05-01 53 58 6.3532
1999-05-02 43 58.5 8.9691
1999-05-03 51 60 6.7042
1999-05-04 44 59 8.1886
1999-05-05 47 61 5.1483
1999-05-06 50 66 8.1647
1999-05-07 48 62.5 5.6124
1999-05-08 50 63 17.1172
1999-05-09 44 61.5 21.4821
1999-05-10 47 62 12.2933
1999-05-11 41 63.5 4.7472
1999-05-12 48 64 13.1405
1999-05-13 39 63.5 19.1431
1999-05-14 49 64 17.933
1999-05-15 33 62 21.1857
1999-05-16 49 63.5 14.1727
1999-05-17 53 67 10.3156
1999-05-18 52 65.5 8.1088
1999-05-19 43 65 7.1252
1999-05-20 50 64 7.4616
1999-05-21 32 62.5 7.8939
1999-05-22 36 63.5 12.2891
1999-05-23 48 64 5.5838
1999-05-24 42 64 1.2777
1999-05-25 51 65 6.7437
1999-05-26 37 67.5 11.473
1999-05-27 43 66.5 12.5792
1999-05-28 42 64.5 13.3891
1999-05-29 45 65 20.2903
1999-05-30 41 64 16.5109
1999-05-31 52 65 13.1762
1999-06-01 41 62 -1.399
1999-06-02 43 61 4.0684
1999-06-03 36 60 1.704
1999-06-04 41 60.5 -1.3558
1999-06-05 39 62 4.3414
1999-06-06 48 63.5 10.6419
1999-06-07 57 65.5 7.9642
1999-06-08 51 62.5 6.8991
1999-06-09 38 64.5 13.409
1999-06-10 43 64.5 12.1851
1999-06-11 47 64.5 9.3813
1999-06-12 48 65 14.1651
1999-06-13 44 67.5 10.3551
1999-06-14 48 69 8.431
1999-06-15 45 67 5.8663
1999-06-16 53 67 11.2283
1999-06-17 42 66.5 16.3395
1999-06-18 31 66 13.6349
1999-06-19 50 65.5 20.0748
1999-06-20 33 66 21.955
1999-06-21 51 66 6.3692
1999-06-22 36 66 4.696
1999-06-23 44 68 6.3931
1999-06-24 38 68 7.8431
1999-06-25 46 66.5 5.6879
1999-06-26 36 68.5 9.9199
1999-06-27 49 68 16.7911
1999-06-28 40 69 11.7259
1999-06-29 42 70 14.1824
1999-06-30 29 70 11.3575
1999-07-01 41 68 9.0281
1999-07-02 35 67.5 1.0508
1999-07-03 33 68 5.8339
1999-07-04 38 71 16.354
1999-07-05 54 71 14.2016
1999-07-06 39 68 5.004
1999-07-07 40 69.5 7.4534
1999-07-08 39 74.5 -8.2576
1999-07-09 36 76 2.7276
1999-07-10 42 74.5 11.7775
1999-07-11 54 75.5 15.9215
1999-07-12 45 79 4.9974
1999-07-13 54 77.5 9.5296
1999-07-14 45 73 2.8144
1999-07-15 35 72.5 2.6019
1999-07-16 38 72.5 0.6021
1999-07-17 33 72 6.9353
1999-07-18 43 72 9.212
1999-07-19 43 71.5 2.5427
1999-07-20 46 72 0.8458
1999-07-21 38 71.5 0.5149
1999-07-22 42 72 0.6989
1999-07-23 45 71.5 2.7509
1999-07-24 37 69.5 9.1784
1999-07-25 40 68 10.136
1999-07-26 42 70 6.8761
1999-07-27 46 67.5 3.6877
1999-07-28 45 69 4.1058
1999-07-29 46 71 1.5867
1999-07-30 38 71 2.9415
1999-07-31 29 70.5 9.305
1999-08-01 26 70.5 12.7302
1999-08-02 37 69.5 5.398
1999-08-03 51 73.5 7.7288
1999-08-04 51 71 5.438
1999-08-05 41 68.5 5.8339
1999-08-06 41 69.5 3.402
1999-08-07 37 68 1.9908
1999-08-08 43 68 -1.6042
1999-08-09 37 68 -3.2264
1999-08-10 49 69 0.9558
1999-08-11 32 69 -0.4632
1999-08-12 40 70.5 3.0255
1999-08-13 40 70.5 5.9713
1999-08-14 44 68 12.2478
1999-08-15 43 70.5 15.1034
1999-08-16 42 70 0.6263
1999-08-17 41 70.5 -2.5109
1999-08-18 39 71 -0.13
1999-08-19 41 69.5 1.7641
1999-08-20 40 68.5 6.2879
1999-08-21 40 70 14.7942
1999-08-22 31 68.5 14.7807
1999-08-23 45 69 6.6014
1999-08-24 43 71.5 1.9603
1999-08-25 47 74 -2.1783
1999-08-26 56 76 -1.5276
1999-08-27 42 72.5 1.9076
1999-08-28 20 69.5 8.6679
1999-08-29 35 70 16.1959
1999-08-30 38 69.5 12.6713
1999-08-31 38 69 7.9429
1999-09-01 39 69.5 1.3747
1999-09-02 27 69 4.1815
1999-09-03 38 68 1.0701
1999-09-04 34 68.5 6.587
1999-09-05 32 67.5 13.854
1999-09-06 38 68.5 19.4649
1999-09-07 41 69 11.3305
1999-09-08 34 69.5 -1.545
1999-09-09 29 71 -6.6429
1999-09-10 36 70 -5.8442
1999-09-11 36 66.5 -3.8049
1999-09-12 44 68 0.4582
1999-09-13 31 68 -0.0644
1999-09-14 31 66 2.1439
1999-09-15 34 66.5 5.0023
1999-09-16 38 65.5 8.9336
1999-09-17 37 66 9.7849
1999-09-18 43 64.5 4.5679
1999-09-19 46 66.5 15.2693
1999-09-20 38 66 0.2702
1999-09-21 41 74 -6.2015
1999-09-22 57 75 -0.9654
1999-09-23 49 68.5 -0.3661
1999-09-24 38 68 -1.1995
1999-09-25 33 66.5 0.3935
1999-09-26 40 65.5 5.5551
1999-09-27 37 64.5 -1.459
1999-09-28 47 67.5 -1.0063
1999-09-29 36 77.5 -1.179
1999-09-30 34 77 -0.2986
1999-10-01 36 70 2.3651
1999-10-02 46 63.5 7.9373
1999-10-03 32 65 7.6409
1999-10-04 48 65.5 -3.1246
1999-10-05 59 66.5 -4.0243
1999-10-06 49 66.5 -4.4984
1999-10-07 42 72 -5.4723
1999-10-08 33 77 -5.2761
1999-10-09 51 76 -0.2154
1999-10-10 34 73.5 8.8969
1999-10-11 35 70.5 -3.6946
1999-10-12 50 71 -6.8861
1999-10-13 41 72 -5.9338
1999-10-14 43 67 -3.4716
1999-10-15 49 65 -3.1484
1999-10-16 51 64.5 -0.8651
1999-10-17 39 68 4.0721
1999-10-18 37 70.5 -4.1656
1999-10-19 46 71 -8.4096
1999-10-20 32 76.5 -7.2512
1999-10-21 49 76 -5.6971
1999-10-22 48 70 -8.0388
1999-10-23 44 67 -0.8092
1999-10-24 44 70 4.1454
1999-10-25 32 72 -5.3193
1999-10-26 35 65.5 -6.3728
1999-10-27 49 63.5 -4.6464
1999-10-28 40 63.5 -5.5893
1999-10-29 37 68.5 -4.0732
1999-10-30 39 74.5 -3.3004
1999-10-31 43 74 -3.0867
1999-11-01 43 68.5 -10.2944
1999-11-02 39 63.5 -9.7229
1999-11-03 44 61.5 -8.8274
1999-11-04 54 60 -7.8135
1999-11-05 46 62 -5.0006
1999-11-06 43 59.5 -7.5385
1999-11-07 44 62.5 -2.5327
1999-11-08 41 61 -9.7687
1999-11-09 40 61 -10.4287
1999-11-10 38 60.5 -11.1897
1999-11-11 55 62 -10.4327
1999-11-12 39 61 -12.897
1999-11-13 49 61 -10.9064
1999-11-14 47 60.5 -8.3216
1999-11-15 50 62 -10.3334
